,AMOC,TEMP,NAO,PRECIP,SEA_ICE
196,0.120946884,258.46394441700386,0.0269081,-5.457514163159098e-10,3.5574362
197,0.8973446,258.7903702258141,-0.08081645,4.902432174506037e-10,3.4805
198,-1.4702778,258.55989890881983,0.024625838,2.720607332936013e-10,3.4953187
199,2.3546066,259.255802463485,0.3478336,2.114050297760613e-10,3.4368718
200,-2.5778046,258.9039186106435,-0.3609946,-8.258708146254884e-11,3.4355597
201,1.6695728,258.4777740811776,0.029647648,-2.329697485448195e-10,3.5658154
202,-0.67723083,258.7792708265122,-0.061261,2.784795812228296e-10,3.4525497
203,0.06028366,259.42245502839734,0.19430715,4.0707607046426326e-10,3.3259609
204,1.2174625,259.7900648713424,0.011790633,3.834505348077574e-10,3.2897854
205,-2.316121,258.7974545469608,-0.31293023,-4.31359223664295e-10,3.4567437
206,0.45529842,258.83176095186155,0.13953859,-6.028110844701206e-10,3.5144079
207,0.43553543,258.71612188293153,-0.014057457,-3.0282302840917664e-10,3.4862587
208,0.89370155,259.3537765795843,0.2378599,6.320556025002889e-10,3.3587248
209,0.45509052,259.44910359562033,-0.2236358,5.354639169283126e-10,3.3425667
210,-2.0019608,259.63269130730805,0.25175974,4.6251343787328753e-10,3.2968543
211,1.7963285,259.3074025471457,-0.30832353,-4.444825686463067e-10,3.3933444
212,-1.1975174,259.51657612509746,-0.0121824145,7.900983724511574e-10,3.291383
213,-0.54158974,259.6729386325405,0.36404854,-4.172747841261406e-10,3.3019192
214,1.0030603,259.5191733169061,-0.0070199966,-1.080521279694254e-09,3.338142
215,0.09534645,259.7574876164019,-0.06220025,8.098756138555618e-10,3.3219738
216,-2.6342735,258.79128725563606,-0.08918893,-1.7396074370010279e-09,3.4974241
217,3.9066887,258.7830030965135,-0.15611196,1.7789410377431164e-09,3.4427085
218,-1.6703758,259.24202806230664,0.35272676,-8.658677731584757e-10,3.3853369
219,-0.018838882,259.59132884767797,-0.37089205,6.839477974522188e-10,3.2864537
220,0.25013924,259.39473617147735,0.16520602,-5.938090574218662e-10,3.3745637
221,-0.6115103,259.1406826782045,0.048898757,7.11354596871106e-10,3.3620486
222,0.59538174,259.8605067729615,0.100099444,-3.2414910150048545e-10,3.2716453
223,-0.27772713,259.4835996401151,-0.018526644,-3.024250468433653e-10,3.3490546
224,1.371151,259.1491310334776,-0.39279053,9.465502393298315e-10,3.3818657
225,-2.3778,259.3156311733035,0.17986196,-4.2382014451226455e-10,3.3444688
226,1.2861462,259.8565091110854,0.099350095,4.3214985743370255e-10,3.2766213
227,0.37388515,260.03394530248363,0.09232798,-5.766079361475197e-10,3.271715
228,-0.93890667,258.8530431388794,-0.20731452,3.2913467061795313e-11,3.398
229,0.2742386,259.79906835535803,0.050606012,1.9641743498447039e-10,3.2910051
230,-0.5544176,258.8425318788739,0.0409984,-1.8499318742684094e-09,3.483252
231,2.3396235,259.9293223397966,-0.114255786,2.593625293145354e-09,3.2597914
232,-2.889822,259.71515433516396,0.12437165,-1.4570077475810685e-09,3.2894301
233,2.0914145,259.32227413355844,-0.102323115,1.763566512071792e-09,3.3029637
234,-0.48368454,259.7721505957945,0.11414468,-3.4699069835161275e-10,3.2512496
235,-0.059998512,259.3820567570989,-0.22241199,3.463239585019196e-10,3.3117266
236,-1.7444096,258.96457853858436,0.20387077,-1.2074897516330781e-09,3.4018853
237,1.4981365,258.95255633859864,-0.024054527,-8.346946187060071e-11,3.399365
238,-0.65251446,258.8770004714665,0.07731372,-5.86195704267604e-10,3.454701
239,0.88311005,259.08848714815434,-0.13807613,7.934847419809744e-10,3.3529751
240,0.086359024,259.1220417153929,0.2570907,-3.844676565636547e-10,3.38315
241,-0.80464935,259.4218125967585,-0.007065773,-9.823080754971987e-11,3.3364217
242,0.6922493,259.3752818121813,-0.028680056,-3.0546230480563006e-10,3.362531
243,0.26774597,259.3612708169069,-0.15682045,3.6577423816332645e-10,3.373746
244,-1.9390659,258.85561719755236,0.0935871,-6.379090363732256e-11,3.4359682
245,2.1322374,258.7058524107191,-0.09555781,-8.114006778646635e-10,3.466779
246,1.9197454,260.63159299501956,0.14736634,2.750154060329638e-09,3.0572271
247,-3.5551348,260.1489648418752,0.16187006,-8.646737297424916e-10,3.1833174
248,0.9262104,259.7318957430144,-0.25971198,-2.6619798365254614e-10,3.2909484
249,-0.24221134,259.8913537627169,0.09388262,2.8785135786747405e-11,3.281258
